"","regex_count","uid","method"
"3121","2","pubmed-29725295","full_text"
"3122","17","pubmed-24643165","full_text"
"3123","2","pubmed-28419739","full_text"
"3124","24","wos:000282214700006","full_text"
"3125","1","pubmed-30802950","full_text"
"3126","1","wos:000270503100028","full_text"
"3127","20","pubmed-27929004","full_text"
"3128","1","wos:000262517100022","full_text"
"3129","2","pubmed-21980451","full_text"
"3130","4","scopus-2-s2.0-85131878556","full_text"
"3131","2","pubmed-31431669","full_text"
"3132","1","pubmed-34312771","full_text"
"3133","1","embase-70109720","full_text"
"3134","6","wos:000263897900011","full_text"
"3135","1","pubmed-32125561","full_text"
"3136","14","pubmed-32138218","full_text"
"3137","2","pubmed-22754576","full_text"
"3138","1","wos:000255897700012","full_text"
"3139","17","pubmed-33139322","full_text"
"3140","13","embase-373857558","full_text"
"3141","2","pubmed-12145324","full_text"
"3142","3","pubmed-29048465","full_text"
"3143","1","pubmed-30014576","full_text"
"3144","12","pubmed-34424282","full_text"
"3145","15","pubmed-22832522","full_text"
"3146","13","pubmed-31836020","full_text"
"3147","2","embase-70502348","full_text"
"3148","25","pubmed-26951658","full_text"
"3149","2","embase-2001205132","full_text"
"3150","5","pubmed-35727131","full_text"
"3151","1","pubmed-30426203","full_text"
"3152","1","embase-70860882","full_text"
"3153","1","pubmed-23499462","full_text"
"3154","8","pubmed-22334661","full_text"
"3155","18","pubmed-29335016","full_text"
"3156","33","pubmed-24828645","full_text"
"3157","4","pubmed-30926900","full_text"
"3158","6","pubmed-29518356","full_text"
"3159","4","pubmed-17562530","full_text"
"3160","5","pubmed-34080771","full_text"
"3161","14","pubmed-32966331","full_text"
"3162","2","pubmed-23964266","full_text"
"3163","34","embase-861325","full_text"
"3164","8","pubmed-21262203","full_text"
"3165","1","wos:000186533200010","full_text"
"3166","1","wos:000272130300009","full_text"
"3167","8","wos:000228915000029","full_text"
"3168","1","pubmed-32467879","full_text"
"3169","8","embase-618811158","full_text"
"3170","18","scopus-2-s2.0-85130631211","full_text"
"3171","2","wos:000284257400026","full_text"
"3172","28","wos:000267529300008","full_text"
"3173","1","pubmed-23236499","full_text"
"3174","1","wos:000238748100001","full_text"
"3175","3","pubmed-21822709","full_text"
"3176","1","pubmed-30501637","full_text"
"3177","6","wos:000173041200001","full_text"
"3178","1","wos:000183095200014","full_text"
"3179","4","pubmed-23737953","full_text"
"3180","12","pubmed-29876138","full_text"
"3181","2","pubmed-34426623","full_text"
"3182","20","pubmed-27298345","full_text"
"3183","1","pubmed-26639976","full_text"
"3184","9","pubmed-32581685","full_text"
"3185","3","pubmed-35852606","full_text"
"3186","8","pubmed-27082952","full_text"
"3187","2","wos:000284755600014","full_text"
"3188","1","pubmed-27257626","full_text"
"3189","18","wos:000275894300009","full_text"
"3190","1","wos:000224524900004","full_text"
"3191","2","embase-369882575","full_text"
"3192","2","scopus-2-s2.0-85134491378","full_text"
"3193","41","embase-629098243","full_text"
"3194","1","pubmed-16908860","full_text"
"3195","17","pubmed-29254100","full_text"
"3196","4","pubmed-21488058","full_text"
"3197","5","pubmed-30951849","full_text"
"3198","26","pubmed-34867156","full_text"
"3199","1","pubmed-32292421","full_text"
"3200","1","pubmed-34724130","full_text"
"3201","2","pubmed-30569390","full_text"
"3202","4","wos:000235928200005","full_text"
"3203","1","wos:000250894900014","full_text"
"3204","2","pubmed-33453936","full_text"
"3205","29","pubmed-30498986","full_text"
"3206","1","wos:000282334300002","full_text"
"3207","2","pubmed-27639375","full_text"
"3208","10","pubmed-34440640","full_text"
"3209","7","pubmed-31974405","full_text"
"3210","1","pubmed-29710724","full_text"
"3211","32","pubmed-22072675","full_text"
"3212","5","pubmed-18769546","full_text"
"3213","1","pubmed-29345054","full_text"
"3214","2","pubmed-34151409","full_text"
"3215","1","embase-611771788","full_text"
"3216","4","pubmed-17607765","full_text"
"3217","1","wos:000234556200010","full_text"
"3218","40","pubmed-21741442","full_text"
"3219","7","pubmed-31358858","full_text"
"3220","4","pubmed-29862881","full_text"
"3221","1","pubmed-21544867","full_text"
"3222","11","pubmed-32390857","full_text"
"3223","1","wos:000274246700024","full_text"
"3224","4","embase-70109469","full_text"
"3225","1","pubmed-29987897","full_text"
"3226","12","pubmed-27333034","full_text"
"3227","16","pubmed-23538417","full_text"
"3228","1","pubmed-32165256","full_text"
"3229","7","pubmed-28440221","full_text"
"3230","2","embase-70502166","full_text"
"3231","8","pubmed-30034232","full_text"
"3232","9","wos:000240567100003","full_text"
"3233","26","wos:000254946200009","full_text"
"3234","1","pubmed-34132201","full_text"
"3235","1","embase-70501865","full_text"
"3236","1","pubmed-22666389","full_text"
"3237","2","pubmed-33981778","full_text"
"3238","13","pubmed-30486882","full_text"
"3239","1","embase-71416209","full_text"
"3240","1","wos:000265221000018","full_text"
"3241","1","pubmed-35254897","full_text"
"3242","1","pubmed-35075360","full_text"
"3243","25","pubmed-30809590","full_text"
"3244","2","pubmed-31474828","full_text"
"3245","16","pubmed-33285637","full_text"
"3246","2","embase-618811698","full_text"
"3247","5","pubmed-30604771","full_text"
"3248","3","pubmed-24600537","full_text"
"3249","1","pubmed-35807370","full_text"
"3250","1","pubmed-30917861","full_text"
"3251","1","pubmed-30911579","full_text"
"3252","1","pubmed-29574698","full_text"
"3253","2","pubmed-28861757","full_text"
"3254","1","pubmed-22672879","full_text"
"3255","67","pubmed-23082852","full_text"
"3256","11","pubmed-30943316","full_text"
"3257","2","pubmed-27079783","full_text"
"3258","1","pubmed-31174614","full_text"
"3259","6","pubmed-27391799","full_text"
"3260","5","pubmed-27723722","full_text"
"3261","1","pubmed-30349474","full_text"
"3262","3","pubmed-22592800","full_text"
"3263","3","wos:000208557200001","full_text"
"3264","1","pubmed-34829535","full_text"
"3265","5","pubmed-21951279","full_text"
"3266","2","pubmed-21883219","full_text"
"3267","11","pubmed-31761676","full_text"
"3268","16","pubmed-26328540","full_text"
"3269","9","pubmed-34277682","full_text"
"3270","1","pubmed-30930730","full_text"
"3271","1","embase-70603779","full_text"
"3272","1","pubmed-32144518","full_text"
"3273","6","wos:000254690100002","full_text"
"3274","1","pubmed-32194553","full_text"
"3275","2","embase-70861066","full_text"
"3276","1","pubmed-32741831","full_text"
"3277","5","pubmed-26913607","full_text"
"3278","1","pubmed-22706709","full_text"
"3279","2","embase-618811812","full_text"
"3280","31","pubmed-22661254","full_text"
"3281","1","pubmed-23313923","full_text"
"3282","4","pubmed-32317913","full_text"
"3283","1","pubmed-27112200","full_text"
"3284","1","pubmed-32333098","full_text"
"3285","8","wos:000245534800002","full_text"
"3286","1","pubmed-33636114","full_text"
"3287","3","pubmed-33494218","full_text"
"3288","1","pubmed-28255907","full_text"
"3289","24","wos:000267818400022","full_text"
"3290","14","embase-noaccession-95250","full_text"
"3291","2","pubmed-29643768","full_text"
"3292","1","pubmed-26923018","full_text"
"3293","19","pubmed-27593374","full_text"
"3294","1","wos:000174428300010","full_text"
"3295","20","wos:000223331100017","full_text"
"3296","1","embase-2003375056","full_text"
"3297","12","pubmed-33796018","full_text"
"3298","13","pubmed-33219900","full_text"
"3299","19","wos:000183280300018","full_text"
"3300","13","pubmed-29724785","full_text"
"3301","1","wos:000084773300017","full_text"
"3302","1","embase-70109995","full_text"
"3303","16","pubmed-27708404","full_text"
"3304","1","pubmed-31166988","full_text"
"3305","15","embase-70220227","full_text"
"3306","14","pubmed-27629708","full_text"
"3307","2","pubmed-26779710","full_text"
"3308","1","pubmed-32602568","full_text"
"3309","7","scopus-2-s2.0-85127326448","full_text"
"3310","1","wos:000260219900006","full_text"
"3311","13","pubmed-34208315","full_text"
"3312","5","scopus-2-s2.0-85131633389","full_text"
"3313","26","pubmed-23183235","full_text"
"3314","4","pubmed-34671600","full_text"
"3315","27","wos:000282571800019","full_text"
"3316","3","pubmed-30483118","full_text"
"3317","19","embase-631197996","full_text"
"3318","6","wos:000275821100006","full_text"
"3319","1","wos:000250433200002","full_text"
"3320","2","embase-70108696","full_text"
"3321","2","wos:000261184400006","full_text"
"3322","1","pubmed-27547756","full_text"
"3323","4","pubmed-33656270","full_text"
"3324","12","pubmed-31223056","full_text"
"3325","4","pubmed-27138984","full_text"
"3326","31","scopus-2-s2.0-85135172652","full_text"
"3327","2","pubmed-34966263","full_text"
"3328","1","pubmed-32538852","full_text"
"3329","4","wos:000274296300088","full_text"
"3330","5","pubmed-34983883","full_text"
"3331","7","pubmed-21518451","full_text"
"3332","2","embase-70859842","full_text"
"3333","1","pubmed-34433553","full_text"
"3334","7","wos:000243682100008","full_text"
"3335","41","embase-629097871","full_text"
"3336","19","pubmed-33164928","full_text"
"3337","5","pubmed-26198568","full_text"
"3338","25","pubmed-23284867","full_text"
"3339","38","wos:000281887600029","full_text"
"3340","6","pubmed-22343408","full_text"
"3341","5","wos:000178923000002","full_text"
"3342","4","pubmed-29352267","full_text"
"3343","6","pubmed-29374303","full_text"
"3344","28","pubmed-31200742","full_text"
"3345","36","wos:000243277800003","full_text"
"3346","1","pubmed-27886008","full_text"
"3347","12","pubmed-26758825","full_text"
"3348","1","pubmed-29861598","full_text"
"3349","1","pubmed-34051062","full_text"
"3350","1","pubmed-30656148","full_text"
"3351","7","pubmed-34686344","full_text"
"3352","1","wos:000178867400003","full_text"
"3353","25","pubmed-29033789","full_text"
"3354","2","wos:000263979200012","full_text"
"3355","6","pubmed-34108878","full_text"
"3356","2","wos:000259774800001","full_text"
"3357","1","pubmed-30148836","full_text"
"3358","2","wos:000274599600006","full_text"
"3359","6","wos:000273616700011","full_text"
"3360","8","pubmed-28707074","full_text"
"3361","51","pubmed-23563578","full_text"
"3362","31","pubmed-22393064","full_text"
"3363","39","pubmed-29406266","full_text"
"3364","14","pubmed-33986302","full_text"
"3365","1","pubmed-23374228","full_text"
"3366","3","pubmed-32371859","full_text"
"3367","1","pubmed-23359226","full_text"
"3368","1","pubmed-25394486","full_text"
"3369","1","wos:000279537700018","full_text"
"3370","3","pubmed-27911757","full_text"
"3371","6","pubmed-32754029","full_text"
"3372","12","pubmed-31685977","full_text"
"3373","18","pubmed-31040160","full_text"
"3374","3","pubmed-32471239","full_text"
"3375","2","pubmed-26834621","full_text"
"3376","15","pubmed-30382187","full_text"
"3377","2","wos:000244485200012","full_text"
"3378","21","pubmed-23601582","full_text"
"3379","1","pubmed-26484899","full_text"
"3380","1","pubmed-20413896","full_text"
"3381","6","pubmed-34021136","full_text"
"3382","1","embase-625160992","full_text"
"3383","25","embase-631199189","full_text"
"3384","2","embase-71034051","full_text"
"3385","2","wos:000269518500015","full_text"
"3386","15","pubmed-30409172","full_text"
"3387","4","embase-369793101","full_text"
"3388","1","wos:000184620000084","full_text"
"3389","13","pubmed-19657023","full_text"
"3390","1","pubmed-23560052","full_text"
"3391","4","embase-70110037","full_text"
"3392","1","pubmed-26627706","full_text"
"3393","1","embase-70110053","full_text"
"3394","1","pubmed-19604604","full_text"
"3395","3","wos:000276126900003","full_text"
"3396","13","embase-622900628","full_text"
"3397","14","pubmed-25060965","full_text"
"3398","2","pubmed-20363261","full_text"
"3399","14","embase-618812029","full_text"
"3400","1","wos:000084773300017","full_text"
"3401","3","pubmed-30989630","full_text"
"3402","4","pubmed-27720485","full_text"
"3403","2","pubmed-32265258","full_text"
"3404","14","pubmed-33239400","full_text"
"3405","8","pubmed-35142699","full_text"
"3406","1","pubmed-32144518","full_text"
"3407","8","pubmed-23313637","full_text"
"3408","1","pubmed-21918544","full_text"
"3409","1","pubmed-30949953","full_text"
"3410","1","wos:000274274700014","full_text"
"3411","2","embase-70980118","full_text"
"3412","4","pubmed-32350798","full_text"
"3413","29","pubmed-30366389","full_text"
"3414","6","pubmed-31213067","full_text"
"3415","1","pubmed-29592816","full_text"
"3416","7","pubmed-27274066","full_text"
"3417","1","pubmed-33796539","full_text"
"3418","2","pubmed-34690696","full_text"
"3419","4","pubmed-31781019","full_text"
"3420","12","pubmed-33663578","full_text"
"3421","2","pubmed-31474828","full_text"
"3422","1","pubmed-35855335","full_text"
"3423","1","pubmed-34948098","full_text"
"3424","10","wos:000262804000007","full_text"
"3425","18","pubmed-30092511","full_text"
"3426","1","embase-70109850","full_text"
"3427","1","wos:000276617100019","full_text"
"3428","16","pubmed-34981861","full_text"
"3429","1","pubmed-23493505","full_text"
"3430","1","pubmed-34977433","full_text"
"3431","1","pubmed-34471085","full_text"
"3432","50","embase-71902220","full_text"
"3433","8","pubmed-32733889","full_text"
"3434","1","embase-72294035","full_text"
"3435","7","pubmed-25523106","full_text"
"3436","1","embase-70502905","full_text"
"3437","2","pubmed-27876551","full_text"
"3438","1","pubmed-29283464","full_text"
"3439","1","wos:000264288800008","full_text"
"3440","8","pubmed-30333556","full_text"
"3441","1","pubmed-33420680","full_text"
"3442","3","pubmed-23115165","full_text"
"3443","3","pubmed-33382977","full_text"
"3444","6","pubmed-21695208","full_text"
"3445","7","pubmed-34697451","full_text"
"3446","1","pubmed-30054859","full_text"
"3447","12","pubmed-18180762","full_text"
"3448","4","scopus-2-s2.0-85130060827","full_text"
"3449","1","embase-874483","full_text"
"3450","2","embase-47084895","full_text"
"3451","1","pubmed-20721285","full_text"
"3452","3","wos:000246365600003","full_text"
"3453","7","pubmed-30867903","full_text"
"3454","31","pubmed-21638202","full_text"
"3455","2","pubmed-24342566","full_text"
"3456","1","pubmed-35910680","full_text"
"3457","1","pubmed-35059720","full_text"
"3458","2","wos:000238316300019","full_text"
"3459","1","pubmed-20442493","full_text"
"3460","1","pubmed-31397354","full_text"
"3461","1","pubmed-30154946","full_text"
"3462","2","pubmed-30301466","full_text"
"3463","1","wos:000237626900009","full_text"
"3464","9","pubmed-27041503","full_text"
"3465","1","embase-631198673","full_text"
"3466","1","pubmed-27273428","full_text"
"3467","3","embase-70979416","full_text"
"3468","5","pubmed-27671476","full_text"
"3469","1","pubmed-33863723","full_text"
"3470","2","pubmed-21274701","full_text"
"3471","3","pubmed-32481611","full_text"
"3472","5","embase-767798","full_text"
"3473","52","wos:000284755600007","full_text"
"3474","20","pubmed-29075638","full_text"
"3475","1","pubmed-26048669","full_text"
"3476","2","embase-70502111","full_text"
"3477","18","pubmed-24068831","full_text"
"3478","1","pubmed-29542038","full_text"
"3479","1","embase-70363098","full_text"
"3480","3","pubmed-22805202","full_text"
"3481","2","pubmed-15537891","full_text"
"3482","6","pubmed-27335565","full_text"
"3483","1","pubmed-34127518","full_text"
"3484","4","embase-633958160","full_text"
"3485","1","wos:000231075900017","full_text"
"3486","1","wos:000178832200027","full_text"
"3487","1","embase-70502313","full_text"
"3488","8","pubmed-31884489","full_text"
"3489","18","pubmed-31551760","full_text"
"3490","1","pubmed-24273714","full_text"
"3491","4","pubmed-31960630","full_text"
"3492","8","pubmed-23451158","full_text"
"3493","39","pubmed-27511009","full_text"
"3494","7","pubmed-31321704","full_text"
"3495","3","pubmed-23392670","full_text"
"3496","39","pubmed-21955917","full_text"
"3497","2","pubmed-32470367","full_text"
"3498","41","embase-629098068","full_text"
"3499","1","wos:000828029000005","full_text"
"3500","2","wos:000274367500008","full_text"
"3501","19","pubmed-26826552","full_text"
"3502","1","pubmed-29991134","full_text"
"3503","65","pubmed-34769018","full_text"
"3504","5","wos:000188098000023","full_text"
"3505","2","pubmed-21813671","full_text"
"3506","5","pubmed-29862588","full_text"
"3507","3","embase-70109383","full_text"
"3508","1","embase-2001205368","full_text"
"3509","6","pubmed-34820829","full_text"
"3510","3","pubmed-27335341","full_text"
"3511","2","wos:000282091100058","full_text"
"3512","1","pubmed-34471719","full_text"
"3513","1","wos:000276739200008","full_text"
"3514","1","pubmed-31399953","full_text"
"3515","1","pubmed-24622783","full_text"
"3516","1","pubmed-21384104","full_text"
"3517","14","embase-629097880","full_text"
"3518","8","wos:000254654000002","full_text"
"3519","7","pubmed-32950103","full_text"
"3520","24","wos:000271944500007","full_text"
"3521","1","pubmed-32415525","full_text"
"3522","2","pubmed-26818714","full_text"
"3523","2","pubmed-35794654","full_text"
"3524","11","pubmed-30885273","full_text"
"3525","1","pubmed-35860296","full_text"
"3526","7","wos:000228662200005","full_text"
"3527","1","pubmed-30385825","full_text"
"3528","32","pubmed-31537873","full_text"
"3529","2","scopus-2-s2.0-85123905064","full_text"
"3530","3","pubmed-24963413","full_text"
"3531","1","embase-849103","full_text"
"3532","69","wos:000226952900012","full_text"
"3533","1","embase-71416202","full_text"
"3534","1","wos:000232115800022","full_text"
"3535","3","wos:000250403500030","full_text"
"3536","39","pubmed-31332763","full_text"
"3537","1","pubmed-24469516","full_text"
"3538","3","embase-621476534","full_text"
"3539","1","wos:000264606600006","full_text"
"3540","1","pubmed-34445158","full_text"
"3541","1","pubmed-30814360","full_text"
"3542","18","pubmed-31004063","full_text"
"3543","1","pubmed-28884281","full_text"
"3544","1","pubmed-33362539","full_text"
"3545","1","pubmed-29016795","full_text"
"3546","1","wos:000182306100089","full_text"
"3547","1","embase-70109195","full_text"
"3548","7","pubmed-22049418","full_text"
"3549","12","embase-611615434","full_text"
"3550","8","pubmed-29991137","full_text"
"3551","12","pubmed-18480253","full_text"
"3552","2","pubmed-21152187","full_text"
"3553","7","embase-634737426","full_text"
"3554","2","wos:000282539900003","full_text"
"3555","3","pubmed-33580102","full_text"
"3556","15","pubmed-33074225","full_text"
"3557","11","pubmed-32009902","full_text"
"3558","12","pubmed-26772969","full_text"
"3559","43","pubmed-34827531","full_text"
"3560","2","pubmed-22720190","full_text"
"3561","4","embase-618811779","full_text"
"3562","2","pubmed-26913031","full_text"
"3563","1","wos:000264517500006","full_text"
"3564","3","pubmed-32222058","full_text"
"3565","12","wos:000729890200001","full_text"
"3566","3","pubmed-23327202","full_text"
"3567","14","embase-629097457","full_text"
"3568","7","pubmed-32467645","full_text"
"3569","3","pubmed-26731336","full_text"
"3570","3","pubmed-30652266","full_text"
"3571","2","embase-70109690","full_text"
"3572","19","pubmed-35871344","full_text"
"3573","43","pubmed-29950682","full_text"
"3574","1","pubmed-26377105","full_text"
"3575","13","pubmed-33619310","full_text"
"3576","1","pubmed-33427741","full_text"
"3577","1","pubmed-35883841","full_text"
"3578","2","wos:000226750600021","full_text"
"3579","1","pubmed-24301648","full_text"
"3580","3","pubmed-19747481","full_text"
"3581","5","pubmed-35106732","full_text"
"3582","39","pubmed-29561816","full_text"
"3583","6","pubmed-34265307","full_text"
"3584","5","pubmed-30105300","full_text"
"3585","6","pubmed-30415998","full_text"
"3586","1","pubmed-23296467","full_text"
"3587","1","pubmed-34231190","full_text"
"3588","11","pubmed-30668640","full_text"
"3589","18","pubmed-19553447","full_text"
"3590","15","pubmed-33169893","full_text"
"3591","10","pubmed-34867396","full_text"
"3592","1","wos:000259542000010","full_text"
"3593","4","pubmed-34312765","full_text"
"3594","2","embase-71081320","full_text"
"3595","2","wos:000274706000010","full_text"
"3596","15","embase-71746784","full_text"
"3597","1","pubmed-34127752","full_text"
"3598","1","wos:000254156300011","full_text"
"3599","13","pubmed-33859760","full_text"
"3600","1","pubmed-35098412","full_text"
"3601","24","wos:000208153100010","full_text"
"3602","11","wos:000228662200004","full_text"
"3603","1","pubmed-18387708","full_text"
"3604","1","pubmed-22844635","full_text"
"3605","1","pubmed-32071385","full_text"
"3606","1","pubmed-29729668","full_text"
"3607","9","pubmed-27927242","full_text"
"3608","1","embase-70345249","full_text"
"3609","4","wos:000225677200015","full_text"
"3610","17","pubmed-34410588","full_text"
"3611","1","pubmed-35918778","full_text"
"3612","3","pubmed-33346120","full_text"
"3613","14","pubmed-26612516","full_text"
"3614","3","embase-70109385","full_text"
"3615","4","embase-47084881","full_text"
"3616","32","pubmed-32252776","full_text"
"3617","2","pubmed-21976526","full_text"
"3618","2","pubmed-30178892","full_text"
"3619","1","pubmed-29439355","full_text"
"3620","6","wos:000260549300008","full_text"
"3621","29","pubmed-27777420","full_text"
"3622","2","pubmed-20798900","full_text"
"3623","1","pubmed-35673997","full_text"
"3624","15","wos:000178982100006","full_text"
"3625","1","pubmed-30484111","full_text"
"3626","1","pubmed-34588972","full_text"
"3627","1","pubmed-34769068","full_text"
"3628","1","pubmed-20478062","full_text"
"3629","1","pubmed-33312721","full_text"
"3630","19","pubmed-32490141","full_text"
"3631","1","wos:000252678900009","full_text"
"3632","2","embase-70502163","full_text"
"3633","1","pubmed-35663578","full_text"
"3634","1","pubmed-34668266","full_text"
"3635","1","pubmed-29847860","full_text"
"3636","1","pubmed-33420799","full_text"
"3637","25","wos:000257217100005","full_text"
"3638","37","pubmed-34856436","full_text"
"3639","1","pubmed-32435138","full_text"
"3640","11","pubmed-34177555","full_text"
"3641","16","embase-619507438","full_text"
"3642","14","pubmed-31085626","full_text"
"3643","2","pubmed-33441984","full_text"
"3644","10","pubmed-29453339","full_text"
"3645","1","pubmed-31113487","full_text"
"3646","2","pubmed-27472873","full_text"
"3647","4","pubmed-30108137","full_text"
"3648","4","embase-70860850","full_text"
"3649","4","wos:000282874600027","full_text"
"3650","41","embase-629098139","full_text"
"3651","1","wos:000227736000004","full_text"
"3652","1","pubmed-31796671","full_text"
"3653","13","pubmed-32399753","full_text"
"3654","1","pubmed-30680776","full_text"
"3655","17","wos:000230053100013","full_text"
"3656","1","wos:000283071800006","full_text"
"3657","1","wos:000272829500015","full_text"
"3658","3","embase-71069275","full_text"
"3659","2","pubmed-23238734","full_text"
"3660","2","embase-71287039","full_text"
"3661","1","pubmed-30745834","full_text"
"3662","3","pubmed-32306720","full_text"
"3663","4","pubmed-35685773","full_text"
"3664","21","pubmed-21854392","full_text"
"3665","2","embase-70859969","full_text"
"3666","1","pubmed-30263850","full_text"
"3667","1","pubmed-27060957","full_text"
"3668","1","pubmed-29914030","full_text"
"3669","1","wos:000264022700023","full_text"
"3670","7","pubmed-32061032","full_text"
"3671","1","scopus-2-s2.0-85130739483","full_text"
"3672","3","pubmed-33459642","full_text"
"3673","2","pubmed-28854367","full_text"
"3674","2","pubmed-31233568","full_text"
"3675","64","pubmed-15140935","full_text"
"3676","4","pubmed-33094279","full_text"
"3677","7","wos:000263024800028","full_text"
"3678","20","pubmed-33505459","full_text"
"3679","5","pubmed-29877034","full_text"
"3680","2","pubmed-32390822","full_text"
"3681","1","pubmed-30246932","full_text"
"3682","2","pubmed-34911575","full_text"
"3683","1","embase-619597974","full_text"
"3684","7","pubmed-30522932","full_text"
"3685","11","pubmed-25480798","full_text"
"3686","1","pubmed-28728464","full_text"
"3687","1","pubmed-18762915","full_text"
"3688","2","pubmed-23149447","full_text"
"3689","2","wos:000243456300064","full_text"
"3690","6","pubmed-27033548","full_text"
"3691","2","pubmed-22046282","full_text"
"3692","24","pubmed-34018922","full_text"
"3693","5","pubmed-26976084","full_text"
"3694","1","embase-51564267","full_text"
"3695","5","wos:000272254400067","full_text"
"3696","5","pubmed-26834550","full_text"
"3697","1","pubmed-16916950","full_text"
"3698","1","embase-632328089","full_text"
"3699","1","pubmed-31865526","full_text"
"3700","2","pubmed-28993924","full_text"
"3701","1","pubmed-31827422","full_text"
"3702","2","pubmed-35619714","full_text"
"3703","47","pubmed-30518596","full_text"
"3704","2","pubmed-35386591","full_text"
"3705","6","pubmed-35355405","full_text"
"3706","15","pubmed-34510683","full_text"
"3707","4","pubmed-32050445","full_text"
"3708","1","pubmed-32265655","full_text"
"3709","2","pubmed-32017704","full_text"
"3710","1","pubmed-34069029","full_text"
"3711","2","embase-70108899","full_text"
"3712","15","embase-868798","full_text"
"3713","4","embase-70110036","full_text"
"3714","1","pubmed-24810634","full_text"
"3715","8","pubmed-30466464","full_text"
"3716","7","pubmed-33804246","full_text"
"3717","2","pubmed-33766652","full_text"
"3718","2","embase-70502349","full_text"
"3719","16","pubmed-27412623","full_text"
"3720","3","wos:000269816300002","full_text"
"3721","3","pubmed-21813692","full_text"
"3722","4","pubmed-29079292","full_text"
"3723","1","wos:000243516800006","full_text"
"3724","1","pubmed-34613972","full_text"
"3725","1","embase-360084549","full_text"
"3726","5","pubmed-31322566","full_text"
"3727","30","pubmed-30867420","full_text"
"3728","10","pubmed-32280096","full_text"
"3729","13","wos:000255327300013","full_text"
"3730","1","pubmed-23254634","full_text"
"3731","1","embase-70861042","full_text"
"3732","3","pubmed-31186474","full_text"
"3733","1","wos:000270567400028","full_text"
"3734","1","pubmed-14709545","full_text"
"3735","18","pubmed-27303604","full_text"
"3736","7","pubmed-20854432","full_text"
"3737","9","embase-22349181","full_text"
"3738","9","pubmed-31908000","full_text"
"3739","30","pubmed-33098528","full_text"
"3740","12","embase-611615660","full_text"
"3741","13","pubmed-31639062","full_text"
"3742","22","wos:000251296700013","full_text"
"3743","7","wos:000271664000022","full_text"
"3744","1","embase-2001203457","full_text"
"3745","12","pubmed-35857844","full_text"
"3746","3","wos:000233941900010","full_text"
"3747","1","pubmed-23507145","full_text"
"3748","1","pubmed-33068223","full_text"
"3749","18","pubmed-22706686","full_text"
"3750","10","pubmed-22954667","full_text"
"3751","1","pubmed-30106051","full_text"
"3752","1","pubmed-33585279","full_text"
"3753","28","pubmed-31669733","full_text"
"3754","2","pubmed-34830164","full_text"
"3755","8","pubmed-31782760","full_text"
"3756","2","embase-70859972","full_text"
"3757","15","pubmed-31705038","full_text"
"3758","14","wos:000250758600012","full_text"
"3759","16","pubmed-34193971","full_text"
"3760","1","embase-70806436","full_text"
"3761","4","embase-70109403","full_text"
"3762","1","wos:000263120500006","full_text"
"3763","3","pubmed-26748966","full_text"
"3764","7","wos:000271664000022","full_text"
"3765","1","pubmed-23150171","full_text"
"3766","1","pubmed-20855613","full_text"
"3767","6","pubmed-31239325","full_text"
"3768","1","pubmed-21197444","full_text"
"3769","15","wos:000263979200004","full_text"
"3770","1","wos:000252432700017","full_text"
"3771","12","pubmed-23054636","full_text"
"3772","1","embase-70860318","full_text"
"3773","3","embase-52236527","full_text"
"3774","6","pubmed-34997723","full_text"
"3775","1","wos:000166949200137","full_text"
"3776","1","embase-70110030","full_text"
"3777","13","wos:000273779200010","full_text"
"3778","10","pubmed-30879788","full_text"
"3779","4","pubmed-22415442","full_text"
"3780","1","embase-39361303","full_text"
"3781","1","pubmed-31248209","full_text"
"3782","35","pubmed-34806605","full_text"
"3783","2","pubmed-35619714","full_text"
"3784","13","pubmed-23122958","full_text"
"3785","12","pubmed-27516385","full_text"
"3786","28","pubmed-30417826","full_text"
"3787","37","pubmed-31608251","full_text"
"3788","10","wos:000285231000027","full_text"
"3789","1","pubmed-35682823","full_text"
"3790","1","pubmed-17591969","full_text"
"3791","54","wos:000262691400006","full_text"
"3792","1","pubmed-26836155","full_text"
"3793","1","pubmed-30551564","full_text"
"3794","1","wos:000180838100109","full_text"
"3795","4","pubmed-23922875","full_text"
"3796","10","pubmed-23028221","full_text"
"3797","12","wos:000182654100029","full_text"
"3798","1","pubmed-32714426","full_text"
"3799","14","pubmed-33112810","full_text"
"3800","7","pubmed-29843688","full_text"
"3801","1","pubmed-29664737","full_text"
"3802","8","embase-618812230","full_text"
"3803","1","embase-72294033","full_text"
"3804","1","pubmed-24509835","full_text"
"3805","29","pubmed-31581202","full_text"
"3806","1","pubmed-35913987","full_text"
"3807","1","pubmed-23318649","full_text"
"3808","15","embase-70220660","full_text"
"3809","1","pubmed-24810634","full_text"
"3810","1","embase-70109818","full_text"
"3811","5","wos:000237175600005","full_text"
"3812","1","wos:000280235500026","full_text"
"3813","1","pubmed-17012063","full_text"
"3814","30","pubmed-29637287","full_text"
"3815","13","pubmed-31222110","full_text"
"3816","3","pubmed-34689160","full_text"
"3817","1","embase-632328089","full_text"
"3818","1","pubmed-18762915","full_text"
"3819","19","pubmed-17640772","full_text"
"3820","18","pubmed-34302466","full_text"
"3821","5","pubmed-22156579","full_text"
"3822","8","pubmed-28591834","full_text"
"3823","1","embase-70860690","full_text"
"3824","2","pubmed-31680862","full_text"
"3825","4","pubmed-35667850","full_text"
